image_id,project_id,image_path,latitude,longitude,upload_date,image_hash,similarity_score,status
IMG00023,P00023,evidence/images/IMG00023.jpg,25.01982045996333,89.87631450869603,2025-04-06,132db2a893933b3b1ee391e93a1d6560,0.0,Valid
IMG00024,P00024,evidence/images/IMG00024.jpg,29.47633611377361,78.84462654369668,2024-07-30,a6164d17a15188fdef6c42e8bfc1e04c,0.0,Valid
IMG00025,P00025,evidence/images/IMG00025.jpg,9.577253861781124,84.40464755899723,2024-05-30,315035fe92f77c3fa047a80b49b13a35,0.0,Valid
IMG00026,P00026,evidence/images/IMG00026.jpg,14.634199456471064,84.0104065045069,2024-10-07,027ab5f683331934984d0dfb451f1bcb,0.0,Valid
IMG00027,P00027,evidence/images/IMG00027.jpg,29.96423375122202,90.57253224976682,2024-11-23,946639b9c52973a9da11140b1a96aa41,0.0,Valid
IMG00028,P00028,evidence/images/IMG00028.jpg,20.14022363231271,80.324772022787,2025-11-03,25eed7772476a54ba5911cd93649d2c1,0.0,Valid
IMG00029,P00029,evidence/images/IMG00029.jpg,17.99017325695477,86.27771824002772,2024-05-08,11ffde0bf8d9d5b6f1612375d0bce9da,0.0,Valid
IMG00030,P00030,evidence/images/IMG00030.jpg,21.9442347224961,85.23176905949889,2026-02-27,c1735433acf7a60a94d10ffb02c58828,0.0,Valid
IMG00031,P00031,evidence/images/IMG00031.jpg,10.379925045646822,91.2316084894724,2024-07-01,b5a6c0223cae9ed76aa878c2b1088328,0.0,Valid
IMG00032,P00032,evidence/images/IMG00032.jpg,10.652269297161553,84.9000808604776,2025-11-21,1e25de49ce520fd7e6e07666400d235e,0.0,Valid
IMG00033,P00033,evidence/images/IMG00033.jpg,32.22589488080463,75.07072505232223,2025-05-11,e8403fe79c9a15a116bcc749e608806b,0.0,Valid
IMG00034,P00034,evidence/images/IMG00034.jpg,15.179801475482533,79.91100195188667,2025-07-23,1fbd9561a001b7a71c7e0bd49c3f6417,0.0,Valid
IMG00035,P00035,evidence/images/IMG00035.jpg,28.33177854286232,82.1915173696659,2024-05-15,03f62d9bf4279ada563276f30386f843,0.0,Valid
IMG00036,P00036,evidence/images/IMG00036.jpg,25.90128621972058,72.94359318059433,2025-09-12,eae679005108847ef34a1f68e4a43306,0.0,Valid
IMG00037,P00037,evidence/images/IMG00037.jpg,33.92349417220939,90.10816048129335,2024-09-18,39776e5675813bf89c6c92bc27c71946,0.0,Valid
IMG00038,P00038,evidence/images/IMG00038.jpg,14.413363897461592,75.53183312829938,2024-04-10,39e6a1c19bc85c127a764db423417dbd,0.0,Valid
IMG00039,P00039,evidence/images/IMG00039.jpg,14.354662772186622,89.51829508987684,2026-02-23,f9816c5a0628d962f28db562730fd94e,0.0,Valid
IMG00040,P00040,evidence/images/IMG00040.jpg,24.454305590071087,89.55239577528631,2026-03-09,1670744f95d94666c0e41b0a5dcd059b,0.0,Valid
IMG00041,P00041,evidence/images/IMG00041.jpg,24.390325733826916,90.98160837517295,2024-06-23,8a0d47612ca2fb1db6461b62eb5f6af1,0.0,Valid
IMG00042,P00042,evidence/images/IMG00042.jpg,11.94436057035828,91.43128418045028,2024-03-28,35151609c26e17ac1a7b8b2867a2f083,0.0,Valid
IMG00043,P00043,evidence/images/IMG00043.jpg,11.27581217590181,75.35507327548076,2025-08-27,68eb4134876aa29126528ae5a4522b76,0.0,Valid
IMG00044,P00044,evidence/images/IMG00044.jpg,16.379655511984737,73.41398471869181,2025-01-08,6f3c120217bff488e2a1e93173d6ff0f,0.0,Valid
IMG00045,P00045,evidence/images/IMG00045.jpg,28.51575132723761,83.57305879527365,2024-07-20,9b1a87425a7f0422ccb3907ebca3fbd8,0.0,Valid
IMG00046,P00046,evidence/images/IMG00046.jpg,28.83665659770698,78.92612369653519,2024-11-12,b4809f571bad91a3c4a1651523018601,0.0,Valid
IMG00047,P00047,evidence/images/IMG00047.jpg,16.29844894089132,87.4053128211567,2024-04-18,02cb94e8ac218800b40fb228a2d1184a,0.0,Valid
IMG00048,P00048,evidence/images/IMG00048.jpg,33.882983392657835,87.9876768488208,2026-01-08,efe1534ed2544da190159440b9d2722a,0.0,Valid
IMG00049,P00049,evidence/images/IMG00049.jpg,12.480397191214568,89.25882495289471,2025-09-01,34fe21ba9ec461dbb7c2c796219797d0,0.0,Valid
IMG00050,P00050,evidence/images/IMG00050.jpg,19.391498904922894,81.99267329696994,2025-12-24,1487f1d515c99d1755c84b645a3d9bc9,0.0,Valid
IMG00051,P00051,evidence/images/IMG00051.jpg,10.370175631567555,77.52461559030313,2026-02-20,07df39b5c3f72d36ff68b92731893b27,0.0,Valid
IMG00052,P00052,evidence/images/IMG00052.jpg,29.987554930809413,82.25493567002842,2025-07-15,3686a49920e86972457c5caf77e5c09c,0.0,Valid
IMG00053,P00053,evidence/images/IMG00053.jpg,10.90847667011862,80.5913396326905,2025-03-15,d5aefcc29b78273fa8aa9e8a23b2e8e6,0.0,Valid
IMG00054,P00054,evidence/images/IMG00054.jpg,23.640711542189607,72.84482623460171,2024-06-09,0ea8f8d8bfe373d68c0dc05b0c6d1e2b,0.0,Valid
IMG00055,P00055,evidence/images/IMG00055.jpg,33.05084956757399,88.18370238061591,2025-07-02,22ecb231f2634950d7a620c301127c51,0.0,Valid
IMG00056,P00056,evidence/images/IMG00056.jpg,27.13084023389824,87.54967405111832,2025-09-24,4edbe324a4510c816df1256e8db880b9,0.0,Valid
IMG00057,P00057,evidence/images/IMG00057.jpg,28.676999484447293,74.37942159177427,2024-02-14,91a1bfe56f4b80e2b6246c8f67d0372c,0.0,Valid
IMG00058,P00058,evidence/images/IMG00058.jpg,26.60206146484181,88.0196695184822,2026-03-06,e24692674da12f6d7ff368e4409f1fa4,0.0,Valid
IMG00059,P00059,evidence/images/IMG00059.jpg,25.67401490360145,73.28622432474654,2025-11-21,f543daa17e4508fca4449bffcdc40de9,0.0,Valid
IMG00060,P00060,evidence/images/IMG00060.jpg,18.44105374789412,78.14153600495032,2025-08-03,ef2bdc947d2f4fee6b8f290a0f833b01,0.0,Valid
IMG00061,P00061,evidence/images/IMG00061.jpg,11.729988973164357,84.08246420653606,2024-03-23,98d9baee30028bf6d43a139a55d598fc,0.95,Potentially Reused
IMG00062,P00062,evidence/images/IMG00062.jpg,13.411059172370564,73.04984186379826,2025-05-30,9bac85e2e983977cac8c8c1b260605dd,0.0,Valid
IMG00063,P00063,evidence/images/IMG00063.jpg,14.265505615521016,79.1417860642302,2024-10-28,25d1484ff3bd77ced803dee183937006,0.0,Valid
IMG00064,P00064,evidence/images/IMG00064.jpg,30.757310624502832,78.30828927835226,2025-10-02,492eb38d109bfd81bc508bbbb12b1226,0.0,Valid
IMG00065,P00065,evidence/images/IMG00065.jpg,28.51981777471695,76.36655103008064,2025-11-07,2bb7525801126ac33f6418da7f393005,0.0,Valid
IMG00066,P00066,evidence/images/IMG00066.jpg,9.259840607265051,77.57211890779779,2025-07-18,f3dc0e988cde758fd6d364fff2a0de60,0.0,Valid
IMG00067,P00067,evidence/images/IMG00067.jpg,13.541129971340148,78.68101706191604,2025-03-24,d4d100ee455babd2f51894c8de761a41,0.0,Valid
IMG00068,P00068,evidence/images/IMG00068.jpg,19.3282371197784,88.15550652302638,2024-01-12,02303699e57a682ca8e4faae036bb58a,0.0,Valid
IMG00069,P00069,evidence/images/IMG00069.jpg,9.453087678051515,81.82323818374341,2024-10-11,0afc8e83e8b4ff075e82c1281425954a,0.0,Valid
IMG00070,P00070,evidence/images/IMG00070.jpg,24.199851595010045,77.4844503930339,2024-02-20,ad6ed4bc42b33baca283ddcc6ca8e19b,0.0,Valid
IMG00071,P00071,evidence/images/IMG00071.jpg,14.759997880857258,90.89211488187308,2026-01-02,a6e8cd9ab2dc0abbca876559d9de03f0,0.0,Valid
IMG00072,P00072,evidence/images/IMG00072.jpg,18.881873219762294,78.98918556039852,2026-04-26,52e14c380d8b075ec3c2fcb893e73ffd,0.0,Valid
IMG00073,P00073,evidence/images/IMG00073.jpg,31.162501993636543,84.45784485096327,2024-10-31,1699839d5c957020603ec2e88abff3ba,0.0,Valid
IMG00074,P00074,evidence/images/IMG00074.jpg,23.283681920661472,75.21281751526656,2025-08-22,e7d497956f5bbf7f6409d83c8a3b3b39,0.0,Valid
IMG00075,P00075,evidence/images/IMG00075.jpg,29.775125562539117,73.05957876950441,2025-04-10,c4cfb067cd1e1fb9d19cd3eb43ad43e3,0.0,Valid
IMG00076,P00076,evidence/images/IMG00076.jpg,25.818483910195823,91.52006273811116,2026-01-22,72c90a9588cbb4af92a8ff09dd78dc69,0.0,Valid
IMG00077,P00077,evidence/images/IMG00077.jpg,18.391186793046355,86.21511564454256,2025-03-23,d7eb08d9e5b6f5622005221b28f72d3b,0.0,Valid
IMG00078,P00078,evidence/images/IMG00078.jpg,30.861835932318684,80.20524336173864,2024-06-10,e89b095e8cb3f7290a2d3c4f028362c2,0.0,Valid
IMG00079,P00079,evidence/images/IMG00079.jpg,10.77645191074682,76.7470678682123,2025-09-23,582f6b14501be03b161dc9003d6307b0,0.0,Valid
IMG00080,P00080,evidence/images/IMG00080.jpg,23.18952584269971,80.80097155697098,2026-04-22,709c8eb43108b7995077bb7facb93081,0.0,Valid
IMG00081,P00081,evidence/images/IMG00081.jpg,16.95852605858969,91.606988158745,2025-02-11,f71382581f82dcabfb38b6ddb712cedb,0.0,Valid
IMG00082,P00082,evidence/images/IMG00082.jpg,14.893547868246984,73.59442771639064,2025-10-12,c5f8f9e4ef1169585d76cef9682a3f63,0.0,Valid
IMG00083,P00083,evidence/images/IMG00083.jpg,31.46235982201411,92.19445844336494,2025-07-18,380db26c85b317a9fce1d520c37c75ca,0.0,Valid
IMG00084,P00084,evidence/images/IMG00084.jpg,22.193001579396885,75.97316420267236,2024-03-12,02742cd091f70aa9f73a880ec33bd871,0.0,Valid
IMG00085,P00085,evidence/images/IMG00085.jpg,28.12670708200385,76.79490784477782,2026-01-04,c6e6a933e9e12f6f4b16ed9fe2ac37a9,0.0,Valid
IMG00086,P00086,evidence/images/IMG00086.jpg,14.527681503998808,86.76285498645254,2026-02-10,1734185a388cb0cf4939a2f29e3ab6a1,0.0,Valid
IMG00087,P00087,evidence/images/IMG00087.jpg,28.255854803854454,82.94969812149704,2024-10-25,635c4a7fb5bd6ea3daac7543a2a3fe6f,0.0,Valid
IMG00088,P00088,evidence/images/IMG00088.jpg,12.420283444920836,83.67744773039068,2025-04-11,cf05e9bfaf5bb1f41b848001f9be557d,0.0,Valid
IMG00089,P00089,evidence/images/IMG00089.jpg,21.92266115672856,76.40733110338377,2024-02-05,a0c11319bfbaf009af834a5a203bbad0,0.0,Valid
IMG00090,P00090,evidence/images/IMG00090.jpg,28.696991386793812,85.02963315076653,2025-10-02,c2d6b8aa44fc44946450f2c9d5092759,0.0,Valid
IMG00091,P00091,evidence/images/IMG00091.jpg,23.96082459302439,78.56103882772078,2024-07-09,07b8967195f4f6db7ef0c0bf4b832fe2,0.0,Valid
IMG00092,P00092,evidence/images/IMG00092.jpg,23.67214020327255,82.06112266062817,2025-07-01,ff88c2fda27a09a7baca4075679dc7c9,0.0,Valid
IMG00093,P00093,evidence/images/IMG00093.jpg,25.2278895450697,78.68910956653097,2024-06-09,7247f13fde7ea1c9cfc6658a95579373,0.0,Valid
IMG00094,P00094,evidence/images/IMG00094.jpg,24.89445239209779,79.47877617934107,2025-09-29,ca519bde22622a4c5c95cd8511d96d4d,0.0,Valid
IMG00095,P00095,evidence/images/IMG00095.jpg,13.30349405928728,88.10739816637144,2024-04-26,bec44e2affeaf02aacf3c185a6202119,0.0,Valid
IMG00096,P00096,evidence/images/IMG00096.jpg,13.425078124443996,83.43316489202424,2025-07-31,ed794344a5a98671359267e732f591bb,0.0,Valid
IMG00097,P00097,evidence/images/IMG00097.jpg,19.17434167006665,91.84577986383212,2025-06-12,8daba464bc69540361d540f855830346,0.0,Valid
IMG00098,P00098,evidence/images/IMG00098.jpg,16.820070687535896,77.53525901516458,2025-01-22,c0f6e6e71b8a7c2950cc7eea621536fc,0.0,Valid
IMG00099,P00099,evidence/images/IMG00099.jpg,14.397837924644282,85.46742004831395,2025-12-27,4b03c1f2d8ca38b2a80a5f0b08f94e9e,0.0,Valid
IMG00100,P00100,evidence/images/IMG00100.jpg,16.872153188057844,88.4907145464789,2025-05-23,6f7656de3b2d9178e99a02a6cf436500,0.0,Valid
IMG00101,P00101,evidence/images/IMG00101.jpg,24.187447970022426,91.17143549178242,2025-10-30,db88c7fe26cc642d535543fc26d012b0,0.0,Valid
IMG00102,P00102,evidence/images/IMG00102.jpg,12.749994604208355,81.08520881465715,2024-05-07,4b7019b5f4b875a94d525f872f0b681d,0.0,Valid
IMG00103,P00103,evidence/images/IMG00103.jpg,16.412820800828726,81.83193593958396,2025-08-16,6a72db4954e06c6bd5b33d2d58a0c4d3,0.0,Valid
IMG00104,P00104,evidence/images/IMG00104.jpg,27.51957611541001,88.56751079008592,2025-08-04,74d89a9babda9e367e4cbbc68cb339e3,0.0,Valid
IMG00105,P00105,evidence/images/IMG00105.jpg,8.213383599475202,81.33906986194641,2024-05-12,56307bf593f5984549c720d2ea1ccf41,0.0,Valid
IMG00106,P00106,evidence/images/IMG00106.jpg,29.33535688578469,74.536570333005,2025-07-18,cf05cd9f9f3b3b95b337cbd66096928c,0.0,Valid
IMG00107,P00107,evidence/images/IMG00107.jpg,13.576187009023387,87.57951804931363,2024-08-16,cabbeea2631be3d0c240dbaef087d21c,0.0,Valid
IMG00108,P00108,evidence/images/IMG00108.jpg,19.777221285792265,80.47977989860206,2024-06-08,0c8dc85c569c0a1744520c1a7373e448,0.0,Valid
IMG00109,P00109,evidence/images/IMG00109.jpg,22.4134462270524,89.10522911180796,2026-01-21,1579ee2ae3d46577b8dba05d28144b69,0.0,Valid
IMG00110,P00110,evidence/images/IMG00110.jpg,22.67955515156314,80.33031572097065,2024-02-22,7466533b54964c53f071b0ae0f3291d1,0.0,Valid
IMG00111,P00111,evidence/images/IMG00111.jpg,24.874301691296825,76.10481496835305,2024-10-04,6d61404ddb8abceb00dbbecd1df1fad5,0.0,Valid
IMG00112,P00112,evidence/images/IMG00112.jpg,13.72358106488738,74.66330801785652,2025-02-18,980f51aec68f31e8c40003db4581bf7b,0.0,Valid
IMG00113,P00113,evidence/images/IMG00113.jpg,15.032025174896756,84.78760433336741,2024-06-08,c57c598f7607a62727b6eaa557bf620d,0.0,Valid
IMG00114,P00114,evidence/images/IMG00114.jpg,27.660205085397624,88.93221539311287,2026-03-11,fa5da1078e5a0d02495f14cad439b9c8,0.0,Valid
IMG00115,P00115,evidence/images/IMG00115.jpg,33.44876091263133,82.57306302815104,2024-02-17,a46fba7918f4f793eec01095937ceb88,0.0,Valid
IMG00116,P00116,evidence/images/IMG00116.jpg,30.54653084334032,84.36875708932402,2024-11-29,3a7653f6e7c06083c4c6005b5a5ac112,0.0,Valid
IMG00117,P00117,evidence/images/IMG00117.jpg,22.85270314505511,81.84399464670501,2025-01-11,38f8b46060c623faeaadecbbb455a8b5,0.0,Valid
IMG00118,P00118,evidence/images/IMG00118.jpg,13.735105492051703,83.84091372938218,2024-10-09,ead49563e9d50fc5cbded8834f70d259,0.0,Valid
IMG00119,P00119,evidence/images/IMG00119.jpg,32.036630334072086,84.1637549900548,2025-12-13,90d147a583d348b2b92bb3e82d3ee8d7,0.0,Valid
IMG00120,P00120,evidence/images/IMG00120.jpg,8.341206207933388,88.27566430737326,2025-08-11,bae62238dfb4f7468208e4a3570d587e,0.0,Valid
IMG00121,P00121,evidence/images/IMG00121.jpg,33.107731599828774,91.77888226199865,2024-11-23,98d9baee30028bf6d43a139a55d598fc,0.95,Potentially Reused
IMG00122,P00122,evidence/images/IMG00122.jpg,33.539322845000385,84.72278632378263,2025-05-30,bc922e31320aa7b8a2761a8208811c95,0.0,Valid
IMG00123,P00123,evidence/images/IMG00123.jpg,8.81843517262125,83.0050573865911,2024-12-30,e9eeaf5c1baee1cdc44a507fd1075b15,0.0,Valid
IMG00124,P00124,evidence/images/IMG00124.jpg,13.729621193658655,75.46454835274659,2024-05-28,b9ab819eb006d8a4aab5074efb6225aa,0.0,Valid
IMG00125,P00125,evidence/images/IMG00125.jpg,30.68235443792332,85.25784179254123,2024-04-02,c9eb8f1a46cfeb37c62cce681b658e0c,0.0,Valid
IMG00126,P00126,evidence/images/IMG00126.jpg,31.497120157878328,73.59327196504371,2024-02-10,5958d60dddd92b48627ceba32639f579,0.0,Valid
IMG00127,P00127,evidence/images/IMG00127.jpg,18.44861917799886,81.51131788610905,2024-04-19,0d346efce662e8df1c11e00e24ece184,0.0,Valid
IMG00128,P00128,evidence/images/IMG00128.jpg,29.614494822302927,92.02277129928434,2024-10-01,c4c9361d3b9789322f02ca95c00bd07e,0.0,Valid
IMG00129,P00129,evidence/images/IMG00129.jpg,20.659810448372024,81.73679638645655,2024-04-27,b118cccb65e9d71ebd4285133cb4d7a4,0.0,Valid
IMG00130,P00130,evidence/images/IMG00130.jpg,9.107540340358028,75.8189621580861,2024-12-08,b5c2710e204bd0b01bd5a7650661fb6f,0.0,Valid
IMG00131,P00131,evidence/images/IMG00131.jpg,9.833874750525998,76.56345997362827,2024-07-14,668bec46a7de0339e66fa56ccdf3a97e,0.0,Valid
IMG00132,P00132,evidence/images/IMG00132.jpg,17.17584001452008,74.4934653590017,2025-04-11,307d9bc3a9d2e1e9da63fa63b19c444c,0.0,Valid
IMG00133,P00133,evidence/images/IMG00133.jpg,25.559617582870253,81.30824298681911,2026-03-24,1794f90ef3f7e59f458ac022ae2b201f,0.0,Valid
IMG00134,P00134,evidence/images/IMG00134.jpg,19.466021224942057,92.39733487802624,2024-06-02,0e4fd9d30b24ef426238dc55696cac10,0.0,Valid
IMG00135,P00135,evidence/images/IMG00135.jpg,20.30033103852694,90.45575635749584,2025-01-03,8b0e1714ac146d9f74c7a16d2fab6919,0.0,Valid
IMG00136,P00136,evidence/images/IMG00136.jpg,17.169979778766304,85.81808596845076,2025-12-09,64870e9543c31e344ce2690e5b42f255,0.0,Valid
IMG00137,P00137,evidence/images/IMG00137.jpg,27.42625914375008,75.29687234985725,2024-11-21,debd241318c52ce2d9d913fd54a6f1e0,0.0,Valid
IMG00138,P00138,evidence/images/IMG00138.jpg,15.716299901808416,83.1819488097205,2025-10-07,4871dd9f5671573d9fe2928647742b66,0.0,Valid
IMG00139,P00139,evidence/images/IMG00139.jpg,11.483725916889211,83.5947458997835,2025-09-03,ba59c5b7864ca26150c87f428c51f0f2,0.0,Valid
IMG00140,P00140,evidence/images/IMG00140.jpg,17.508912484571894,76.19184041307247,2025-02-22,f386fc7e1f8cfe71a500edeead5812f6,0.0,Valid
IMG00141,P00141,evidence/images/IMG00141.jpg,17.727239306596992,77.37274579988694,2024-08-02,f86876a56424d82f9867a76146d9aaa3,0.0,Valid
IMG00142,P00142,evidence/images/IMG00142.jpg,28.61944838543665,81.82644154324758,2025-03-09,2387b0950d76c15b2c34dd17a62c6a99,0.0,Valid
IMG00143,P00143,evidence/images/IMG00143.jpg,14.009583785523072,88.40149858340068,2025-02-19,6c8f56ce57f273edbc45a5020f9423ae,0.0,Valid
IMG00144,P00144,evidence/images/IMG00144.jpg,17.091734871999737,83.72863528125272,2026-01-21,111f48d609439dc0b0b195341e9806f2,0.0,Valid
IMG00145,P00145,evidence/images/IMG00145.jpg,12.726925961740466,88.77736638990879,2024-06-24,4c7aa6b35aa409c0af4bd2027d14d893,0.0,Valid
IMG00146,P00146,evidence/images/IMG00146.jpg,19.292891887421234,81.26380874619885,2024-05-09,8e550824f46b1468f4af68cfc49076ad,0.0,Valid
IMG00147,P00147,evidence/images/IMG00147.jpg,9.197023193533624,76.81836185942753,2025-10-28,4936ef59ebd11b054ef455544f4c45b5,0.0,Valid
IMG00148,P00148,evidence/images/IMG00148.jpg,20.56896052999199,89.76392547275708,2024-03-26,943fbe6b07aa49fa3c85cedbcb675d5b,0.0,Valid
IMG00149,P00149,evidence/images/IMG00149.jpg,10.722930334092432,81.97098183273296,2026-04-25,4f8e3771bd92ee972b2fd41cc70c6302,0.0,Valid
IMG00150,P00150,evidence/images/IMG00150.jpg,14.77199143303066,75.37375430191348,2025-02-08,900b3ae78012dd147a8290b5723cdf34,0.0,Valid
IMG00151,P00151,evidence/images/IMG00151.jpg,13.642107223008791,90.8644326674696,2024-07-19,949c5e0c00c1c56c0f56821b9b40c353,0.0,Valid
IMG00152,P00152,evidence/images/IMG00152.jpg,28.34562954659144,91.2825268874291,2024-07-22,d1a6df536225d195601a930b12821f18,0.0,Valid
IMG00153,P00153,evidence/images/IMG00153.jpg,14.34913405754115,82.656923752211,2026-01-25,2e8dc1575b4273328586dd00e8e389a6,0.0,Valid
IMG00154,P00154,evidence/images/IMG00154.jpg,13.064080033953331,88.44559871993765,2024-12-11,040baa9b4e2f141a39dec6797e7039e0,0.0,Valid
IMG00155,P00155,evidence/images/IMG00155.jpg,18.839272788868392,90.03567308163927,2026-03-01,e2f80bade755d556993b88eaf44eaa31,0.0,Valid
IMG00156,P00156,evidence/images/IMG00156.jpg,25.18880382454693,89.12598909989696,2024-12-01,ca1f68fbcad1206197b774eb3ddfa3ed,0.0,Valid
IMG00157,P00157,evidence/images/IMG00157.jpg,18.42805487241215,91.4139360958813,2025-09-07,5698d058348fda5d19b4cd05dd7037ba,0.0,Valid
IMG00158,P00158,evidence/images/IMG00158.jpg,14.539053369270508,77.2687768442909,2024-08-16,e044633fc39e6e9eade4d18eab5083d2,0.0,Valid
IMG00159,P00159,evidence/images/IMG00159.jpg,13.399602365123483,90.2835621612944,2025-09-05,31c16f0114160290367c41393d1eccef,0.0,Valid
IMG00160,P00160,evidence/images/IMG00160.jpg,13.663721817430806,74.48202754269278,2025-05-16,c457c550c443d13b8df79344444286f2,0.0,Valid
IMG00161,P00161,evidence/images/IMG00161.jpg,30.96011681448686,85.34165704974187,2026-05-01,1f7ad55466b9270686aecf899273e716,0.0,Valid
IMG00162,P00162,evidence/images/IMG00162.jpg,14.555887838007251,89.37298900509035,2025-01-25,bc33e1a1ec79b0270bec0d0673886b3a,0.0,Valid
IMG00163,P00163,evidence/images/IMG00163.jpg,15.8114955847798,83.96290934660952,2026-01-07,e27892a15a5d7f1f562a24a39005bf4c,0.0,Valid
IMG00164,P00164,evidence/images/IMG00164.jpg,10.111020260658623,81.54740907980022,2025-06-22,5ede913be291eb5d09a47d468809385b,0.0,Valid
IMG00165,P00165,evidence/images/IMG00165.jpg,24.18876024599472,91.07381804168332,2024-07-18,14c4bed3e3922d54153f84b664b0be68,0.0,Valid
IMG00166,P00166,evidence/images/IMG00166.jpg,20.28266979511374,91.7515597729871,2025-06-05,9ffeb0e51c86e3f55e24dc8f73d6e9f7,0.0,Valid
IMG00167,P00167,evidence/images/IMG00167.jpg,22.90555891272605,75.75480588318683,2024-07-13,739f6443faf720357f5b945c836e59bd,0.0,Valid
IMG00168,P00168,evidence/images/IMG00168.jpg,21.105408952284485,87.67064432471449,2025-06-26,8eeb1d112e6fb0e6940adb228b55d176,0.0,Valid
IMG00169,P00169,evidence/images/IMG00169.jpg,21.790749369147537,85.35273876324054,2024-07-19,fdc3296dadb51e4bbd4d16465d8519fb,0.0,Valid
IMG00170,P00170,evidence/images/IMG00170.jpg,31.577555717741685,88.50927722759555,2024-07-02,fda163aed195d2a4c2dd25facb32a075,0.0,Valid
IMG00171,P00171,evidence/images/IMG00171.jpg,16.731466521215893,75.2190740454582,2025-04-20,30df55849d2012ac3489ac8ed999dc23,0.0,Valid
IMG00172,P00172,evidence/images/IMG00172.jpg,25.12151981335729,78.14561460447901,2025-01-24,dae8a5f288a27e0c67f18a6061844619,0.0,Valid
IMG00173,P00173,evidence/images/IMG00173.jpg,10.052366272889182,88.59449455420187,2025-05-19,4ba62347b4f69301214b37b823a7437c,0.0,Valid
IMG00174,P00174,evidence/images/IMG00174.jpg,23.665211661362328,91.572337922268,2024-06-10,eee8f78b0cdf51ba836da51294c6a89a,0.0,Valid
IMG00175,P00175,evidence/images/IMG00175.jpg,19.530805640713115,85.4513861487074,2025-02-19,1407ebc7f45ab0aa1fe3ed8dbb4e7c04,0.0,Valid
